Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-05 03:00:00,346.50,398.50,8.72,14.10,14.60,47.50,8.45,0.98,2.72,7.30,12.10,NA,NA,NA,NA,9.32,93.92,1.60,1.10,0.00,0.00,4.90,994.82,NA
2020-01-05 04:00:00,329.50,388.00,7.50,11.50,12.23,49.02,6.40,0.78,3.35,6.55,9.78,NA,NA,NA,NA,8.57,96.72,1.50,126.62,0.00,0.00,4.88,994.72,NA
2020-01-05 05:00:00,246.50,317.00,9.65,12.08,14.28,47.28,6.10,0.85,3.70,5.90,10.65,NA,NA,NA,NA,9.07,97.68,0.72,205.42,0.00,0.00,4.88,995.22,NA
2020-01-05 06:00:00,194.50,274.00,15.58,15.90,21.15,47.72,6.85,1.05,1.95,6.15,21.80,NA,NA,NA,NA,9.57,94.45,0.70,227.02,0.00,0.00,5.32,995.85,NA
2020-01-05 07:00:00,206.50,290.50,14.90,15.32,20.33,50.40,7.12,1.08,3.45,5.28,19.12,NA,NA,NA,NA,9.45,96.10,0.57,240.95,0.00,0.00,34.45,996.20,NA
2020-01-05 08:00:00,241.50,328.00,17.60,20.08,25.02,48.90,9.60,1.40,3.35,6.45,19.08,NA,NA,NA,NA,12.62,83.07,1.35,242.52,0.00,0.00,108.00,997.03,NA
2020-01-05 09:00:00,280.00,374.00,15.25,25.78,26.15,49.38,12.32,1.67,9.65,7.75,24.12,NA,NA,NA,NA,15.78,66.53,1.02,237.75,0.00,0.00,280.42,997.45,NA
2020-01-05 10:00:00,281.50,378.50,9.78,23.95,20.70,50.90,15.38,1.48,34.15,6.02,20.58,NA,NA,NA,NA,18.23,53.30,0.98,241.55,0.00,0.00,411.48,997.55,NA
2020-01-05 11:00:00,234.00,333.00,6.40,16.80,14.18,46.18,14.25,1.12,75.08,4.73,18.73,NA,NA,NA,NA,20.03,40.00,1.00,241.90,0.00,0.00,502.22,996.78,NA
2020-01-05 12:00:00,164.50,264.50,5.15,10.15,9.62,45.75,13.02,0.85,91.70,4.03,18.82,NA,NA,NA,NA,21.42,34.07,0.95,257.05,0.00,0.00,519.05,995.68,NA
2020-01-05 13:00:00,113.00,206.00,4.18,6.52,6.88,48.02,14.30,0.65,95.50,3.05,15.22,NA,NA,NA,NA,21.60,33.78,0.92,275.02,0.00,0.00,394.02,994.82,NA
2020-01-05 14:00:00,96.00,185.00,4.18,7.08,7.15,50.40,14.20,0.57,92.90,2.70,16.00,NA,NA,NA,NA,20.45,37.28,1.00,278.55,0.00,0.00,187.98,994.68,NA
2020-01-05 15:00:00,98.50,187.50,4.08,8.38,7.80,50.32,13.70,0.60,83.70,2.97,18.95,NA,NA,NA,NA,19.55,40.85,1.00,284.38,0.00,0.00,108.05,995.45,NA
2020-01-05 16:00:00,103.50,189.50,4.03,9.10,8.10,45.95,14.80,0.52,78.35,2.55,14.55,NA,NA,NA,NA,18.55,45.00,0.92,287.50,0.00,0.00,50.88,995.45,NA
2020-01-05 17:00:00,142.50,228.00,4.72,13.05,10.80,46.55,30.38,0.85,43.82,7.45,13.82,NA,NA,NA,NA,17.32,53.80,1.02,292.50,0.00,0.00,6.07,996.15,NA
2020-01-05 18:00:00,188.50,275.00,5.05,16.00,12.65,47.85,24.38,1.12,21.65,4.65,11.15,NA,NA,NA,NA,16.50,61.38,0.98,287.12,0.00,0.00,5.03,996.85,NA
2020-01-05 19:00:00,198.50,286.50,5.43,18.23,14.15,48.55,15.02,1.30,13.85,5.00,16.00,NA,NA,NA,NA,16.03,61.25,0.70,284.12,0.00,0.00,5.00,996.90,NA
2020-01-05 20:00:00,198.00,294.00,5.12,17.80,13.68,51.32,12.20,1.25,15.38,5.57,23.30,NA,NA,NA,NA,15.70,59.28,0.90,283.25,0.00,0.00,5.05,997.40,NA
2020-01-05 21:00:00,195.00,294.50,6.25,19.70,15.58,48.92,10.65,1.42,6.28,5.40,18.77,NA,NA,NA,NA,14.90,62.32,0.82,287.18,0.00,0.00,5.05,997.45,NA
2020-01-05 22:00:00,188.00,285.00,6.25,19.42,15.42,44.05,12.73,1.18,6.18,5.78,17.50,NA,NA,NA,NA,14.65,64.10,1.35,221.62,0.00,0.00,5.03,997.30,NA
2020-01-05 23:00:00,246.00,351.00,6.60,18.35,15.12,45.45,18.92,0.95,8.12,5.82,13.92,NA,NA,NA,NA,14.88,59.28,1.00,173.15,0.00,0.00,4.97,997.05,NA
2020-01-06 00:00:00,260.50,348.50,4.97,14.95,12.00,41.85,18.25,0.75,12.68,5.35,9.25,NA,NA,NA,NA,13.20,69.42,0.52,328.72,0.00,0.00,5.03,996.92,NA
